title,platform,fix_date,developer,genre,user_score,category
"Splash Bash",PC,26-07-2016,Rovio,"Action, Fighting, 2D",4.6,"Not Bad"
Stormrise,PC,24-03-2009,"Creative Assembly","Strategy, Real-Time, Sci-Fi, Sci-Fi, General",4.9,"Not Bad"
Stormrise,PS3,24-03-2009,"Creative Assembly","Strategy, Real-Time, Sci-Fi, Sci-Fi, General",5.1,"Not Bad"
"Streets Of Kamurocho",PC,17-10-2020,"Empty Clip Studios","Action, "Beat-Em-Up""",4.6,"Not Bad"
"Streets of Rage",iOS,14-07-2009,Sega,"Action, "Beat-Em-Up""",4.6,"Not Bad"
"Streets of Rage",WII,19-02-2007,Sega,"Action, "Beat-Em-Up"""",4.6,"Not Bad"
"Streets of Rage 2",iOS,14-04-2011,Sega,"Action, General, "Beat-Em-Up""",4.6,"Not Bad"
"Streets of Rage 3",iOS,28-04-2011,Sega,"Action, General, "Beat-Em-Up""",4.6,"Not Bad"
"Super Fantasy Zone",WII,21-07-2008,SunSoft,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Super Hang-On",X360,22-05-2012,Sega,"Driving, Racing, Arcade, Arcade",4.6,"Not Bad"
"Super Monkey Ball",iOS,11-07-2008,"Other Ocean Interactive","Miscellaneous, Party, Party, Party / Minigame",4.6,"Not Bad"
"Super Monkey Ball 2",iOS,01-12-2009,Sega,"Action, Miscellaneous, General, Party, Party / Minigame",4.6,"Not Bad"
"Super Monkey Ball 2: Sakura Edition",iOS,01-04-2010,Sega,"Miscellaneous, Party, Party / Minigame",4.6,"Not Bad"
"Super Monkey Ball 3D",3DS,27-03-2011,Sega,"Action, General, General",5.4,"Not Bad"
"Super Monkey Ball Bounce",iOS,03-09-2014,Sega,"Puzzle, General",4.6,"Not Bad"
"Super Monkey Ball: Banana Blitz",WII,14-11-2006,Sega,"Miscellaneous, Party, Party, Party / Minigame",5.8,"Not Bad"
"Super Monkey Ball: Banana Blitz HD",PS4,29-10-2019,"Sega,  Ryu ga Gotoku Studios","Miscellaneous, Party / Minigame",5.5,"Not Bad"
"Super Monkey Ball: Banana Blitz HD",Switch,29-10-2019,"Sega,  Ryu ga Gotoku Studios","Miscellaneous, Party / Minigame",5,"Not Bad"
"Super Monkey Ball: Banana Blitz HD",XONE,29-10-2019,"Sega,  Ryu ga Gotoku Studios","Miscellaneous, Party / Minigame",5.3,"Not Bad"
"Super Monkey Ball: Banana Mania",PS4,05-10-2021,Sega,"Miscellaneous, Compilation",5.4,"Not Bad"
"Super Thunder Blade",PC,13-09-2010,Sega,"Action, Shooter, Shooter, Scrolling, Scrolling, "Shoot-Em-Up""",4.6,"Not Bad"
"Super Thunder Blade",WII,17-09-2007,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Sword of Vermilion",PC,26-10-2010,Sega,"Role-Playing, Action RPG, Action RPG",4.6,"Not Bad"
"Sword of Vermilion",WII,05-03-2007,Sega,"Role-Playing, Action RPG",4.6,"Not Bad"
"Taito Legends",PC,10-11-2005,"Empire Oxford","Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"Taito Legends",XBOX,25-10-2005,"Empire Oxford","Miscellaneous, Compilation",4.6,"Not Bad"
"The Club",PC,19-02-2008,"Bizarre Creations","Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",5.9,"Not Bad"
"The Golden Compass",DS,04-12-2007,"Artificial Mind and Movement","Action Adventure, Fantasy, General, Fantasy",5.2,"Not Bad"
"The Golden Compass",PS2,04-12-2007,"Shiny Entertainment","Action Adventure, Fantasy",5.3,"Not Bad"
"The Golden Compass",PS3,04-12-2007,"Shiny Entertainment","Action Adventure, Fantasy, General, Fantasy",4.8,"Not Bad"
"The Golden Compass",X360,04-12-2007,"Shiny Entertainment","Action Adventure, Fantasy, General, Fantasy",4.3,"Not Bad"
"The Hardy Boys: Treasure on the Tracks",DS,01-09-2009,"Her Interactive","Action Adventure, Adventure, Modern, General, General",4.6,"Not Bad"
"The House of the Dead: Overkill- The Lost Reels",iOS,25-04-2013,"Magic Pockets","Action, General, Shooter, Light Gun",4.6,"Not Bad"
"The Incredible Hulk",DS,05-06-2008,"Amaze Entertainment","Action, Action Adventure, General, General",4.6,"Not Bad"
"The Incredible Hulk",PC,10-06-2008,"Edge of Reality","Action, Action Adventure, General, General",4.6,"Not Bad"
"The Incredible Hulk",WII,05-06-2008,"Edge of Reality","Action, Action Adventure, General, General",6,"Not Bad"
"The King of Fighters XIV: Ultimate Edition",PS4,20-01-2021,"SNK Corporation","Action, Fighting, 2D",4.6,"Not Bad"
"The King of Route 66",PS2,18-03-2003,Sega,"Driving, Racing, Arcade",4.6,"Not Bad"
"The Revenge of Shinobi",iOS,26-07-2017,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"The Revenge of Shinobi",PC,02-05-2012,Sega,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Thor: God of Thunder",3DS,13-09-2011,"Red Fly Studio","Action, General, General, "Beat-Em-Up""",4.2,"Not Bad"
"Thor: God of Thunder",PS3,03-05-2011,"Liquid Entertainment","Action, General, General, "Beat-Em-Up""",4.5,"Not Bad"
"Thor: God of Thunder",X360,03-05-2011,"Liquid Entertainment","Action, General, General, "Beat-Em-Up""",5.7,"Not Bad"
"ToeJam & Earl",PC,10-01-2011,"ToeJam & Earl Productions","Action, General, General",4.6,"Not Bad"
"ToeJam & Earl in Panic on Funkotron",PC,10-01-2011,Sega,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"ToeJam & Earl in Panic on Funkotron",PS3,06-11-2012,M2,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Total War Battles",iOS,19-04-2012,Sega,"Action, Strategy, General, General",4.6,"Not Bad"
"Total War Battles: KINGDOM",iOS,21-03-2016,"Sega,  Creative Assembly","Strategy, Real-Time, General",5.2,"Not Bad"
"Total War Battles: SHOGUN",iOS,19-04-2012,"Creative Assembly","Action, General",4.6,"Not Bad"
"Total War: Attila - Celts Culture Pack",PC,25-03-2015,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Attila - Empires of Sand Culture Pack",PC,15-09-2015,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Attila - Longbeards Culture Pack",PC,04-03-2015,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Attila - Slavic Nations Culture Pack",PC,25-02-2016,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Attila - The Last Roman Campaign Pack",PC,25-06-2015,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Attila - Viking Forefathers Culture Pack",PC,17-02-2015,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Battle Pack",PC,06-05-2010,"Creative Assembly","Miscellaneous, Compilation, Compilation",4.6,"Not Bad"
"Total War: EMPIRE - Definitive Edition",PC,04-03-2009,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Eras",PC,01-08-2006,"Creative Assembly","Action, Miscellaneous, General, Compilation",4.6,"Not Bad"
"Total War: NAPOLEON - Definitive Edition",PC,25-02-2010,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II",PC,02-09-2013,"Creative Assembly","Strategy, Real-Time, Historic, General, Historic",4.4,"Not Bad"
"Total War: Rome II - Beasts of War Unit Pack",PC,17-02-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Black Sea Colonies Culture Pack",PC,20-11-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Caesar in Gaul",PC,12-12-2013,"Creative Assembly","Strategy, Real-Time, General, Historic",4.7,"Not Bad"
"Total War: Rome II - Desert Kingdoms Culture Pack",PC,08-03-2018,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Empire Divided",PC,30-11-2017,"Creative Assembly","Strategy, Real-Time, General",5.7,"Not Bad"
"Total War: Rome II - Greek States Culture Pack",PC,03-09-2013,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Hannibal at the Gates",PC,27-03-2014,"Creative Assembly","Strategy, Real-Time, General, Historic",5.6,"Not Bad"
"Total War: Rome II - Hannibal at the Gates Campaign Pack",PC,27-03-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Imperator Augustus Campaign Pack",PC,16-09-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Nomadic Tribes Culture Pack",PC,22-10-2013,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Pirates and Raiders Culture Pack",PC,29-05-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome II - Rise of the Republic",PC,09-08-2018,"Creative Assembly","Strategy, Real-Time, General",6,"Not Bad"
"Total War: Rome II - Wrath of Sparta Campaign Pack",PC,16-12-2014,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: Rome Remastered",PC,29-04-2021,"Feral Interactive","Strategy, Real-Time, General",5.5,"Not Bad"
"Total War: SHOGUN 2 - Dragon War Battle Pack",PC,01-05-2012,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: Shogun 2 - Otomo Clan Pack",PC,30-11-2012,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",4.6,"Not Bad"
"Total War: Shogun 2 - Saints and Heroes Unit Pack",PC,26-07-2012,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",4.6,"Not Bad"
"Total War: Shogun 2 - Sengoku Jidai Unit Pack",PC,28-06-2011,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",4.6,"Not Bad"
"Total War: Shogun 2 - The Hattori Clan Pack",PC,30-11-2011,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",4.6,"Not Bad"
"Total War: Shogun 2 - The Ikko Ikki Clan Pack",PC,26-05-2011,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",4.6,"Not Bad"
"Total War: Three Kingdoms - Reign of Blood",PC,27-06-2019,"Creative Assembly","Strategy, Real-Time, General",4.6,"Not Bad"
"Total War: WARHAMMER - Call of the Beastmen",PC,28-07-2016,"Creative Assembly","Strategy, Turn-Based, General",4.5,"Not Bad"
"Total War: WARHAMMER - Chaos Warriors",PC,24-05-2016,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER - Grey Wizard",PC,08-12-2016,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER - Grombrindal The White Dwarf",PC,22-10-2016,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER - Isabella von Carstein",PC,28-02-2017,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER - Jade Wizard",PC,08-12-2016,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER - The Grim and the Grave",PC,01-09-2016,"Creative Assembly","Strategy, Turn-Based, General",5.8,"Not Bad"
"Total War: WARHAMMER - Wurrzag",PC,20-10-2016,"Creative Assembly","Strategy, Turn-Based, General",4.6,"Not Bad"
"Total War: WARHAMMER II - The Hunter & The Beast",PC,11-09-2019,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Total War: WARHAMMER II - The Shadow & The Blade",PC,10-12-2019,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Total War: WARHAMMER II - The Twisted & The Twilight",PC,03-12-2020,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Total War: WARHAMMER II - The Warden & The Paunch",PC,21-05-2020,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Total War: WARHAMMER III",PC,17-02-2022,"Creative Assembly","Strategy, Real-Time, Tactics",5.2,"Not Bad"
"Total War: WARHAMMER III - Champions of Chaos",PC,22-08-2022,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Total War: WARHAMMER III - Ogre Kingdoms",PC,24-02-2022,"Creative Assembly","Strategy, Real-Time, Tactics",4.6,"Not Bad"
"Two Point Campus",PS4,09-08-2022,"Two Point Studios","Strategy, Management, Business / Tycoon",4.3,"Not Bad"
"Two Point Campus",XONE,09-08-2022,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Medical School",PC,17-08-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Medical School",PS4,17-08-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Medical School",Switch,17-08-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Medical School",XONE,17-08-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: School Spirits",PC,15-03-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: School Spirits",PS4,15-03-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: School Spirits",Switch,15-03-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: School Spirits",XONE,15-03-2023,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Space Academy",PC,06-12-2022,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Campus: Space Academy",Switch,12-12-2022,Sega,"Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: A Stitch in Time",PC,23-02-2021,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Bigfoot",PC,05-12-2018,"Two Point Studios","Simulation, Strategy, Management, Virtual, Career, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Close Encounters",PC,29-08-2019,"Two Point Studios","Simulation, Strategy, Management, Virtual, Career, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Culture Shock",PC,20-10-2020,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: JUMBO Edition",PS4,05-03-2021,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: JUMBO Edition",Switch,05-03-2021,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: JUMBO Edition",XONE,05-03-2021,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Off the Grid",PC,25-03-2020,"Two Point Studios","Simulation, Strategy, Management, Virtual, Career, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Pebberley Island",PC,18-03-2019,"Two Point Studios","Simulation, Strategy, Management, Virtual, Career, Business / Tycoon",4.6,"Not Bad"
"Two Point Hospital: Speedy Recovery",PC,15-03-2022,"Two Point Studios","Strategy, Management, Business / Tycoon",4.6,"Not Bad"
"Valkyria Chronicles 4: A Captainless Squad",PC,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A Captainless Squad",PS4,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A Captainless Squad",Switch,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A Captainless Squad",XONE,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A United Front with Squad 7",PC,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A United Front with Squad 7",PS4,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A United Front with Squad 7",Switch,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: A United Front with Squad 7",XONE,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Complete Edition",PC,06-11-2019,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Complete Edition",PS4,10-07-2019,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Complete Edition",XONE,10-07-2019,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Edy's Advance Ops",PC,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Edy's Advance Ops",PS4,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Edy's Advance Ops",Switch,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Edy's Advance Ops",XONE,25-09-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Expert Level Skirmishes",PC,04-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Expert Level Skirmishes",PS4,04-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Expert Level Skirmishes",Switch,04-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Expert Level Skirmishes",XONE,04-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Squad E, to the Beach!",PC,09-10-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Squad E, to the Beach!",PS4,09-10-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Squad E, to the Beach!",Switch,09-10-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: Squad E, to the Beach!",XONE,09-10-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: The Two Valkyria",PC,20-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: The Two Valkyria",PS4,20-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: The Two Valkyria",Switch,20-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles 4: The Two Valkyria",XONE,20-11-2018,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles: Challenge of the Edy Detachment",PC,11-11-2014,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles: Edy's Mission - Enter the Edy Detachment",PC,11-11-2014,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles: Hard EX Mode",PC,11-11-2014,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Chronicles: Selvaria's Mission - Behind Her Blue Flame",PC,11-11-2014,Sega,"Strategy, Turn-Based, Tactics",4.6,"Not Bad"
"Valkyria Revolution",PS4,27-06-2017,Media.Vision,"Role-Playing, Strategy, Turn-Based, Action RPG, Tactics",5.7,"Not Bad"
"Valkyria Revolution",VITA,27-06-2017,Sega,"Role-Playing, Strategy, Turn-Based, Action RPG, Tactics",4.8,"Not Bad"
"Valkyria Revolution",XONE,27-06-2017,"SegaSoft,  Sega","Role-Playing, Strategy, Turn-Based, Action RPG, Tactics",4.9,"Not Bad"
"Vancouver 2010 - The Official Video Game of the Olympic Winter Games",PS3,12-01-2010,"Eurocom Entertainment Software,  Eurocom","Sports, Olympic Sports, Olympic Sports, Individual, Athletics",5.8,"Not Bad"
Vectorman,WII,22-09-2008,Sega,"Action, General, Platformer, 2D",4.6,"Not Bad"
"Vectorman 2",PC,02-05-2012,Sega,"Action, Platformer, Platformer, 2D, 2D",4.6,"Not Bad"
"Vectorman Classic",iOS,20-06-2018,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Viking: Battle for Asgard",PC,17-10-2012,"Creative Assembly","Action Adventure, Fantasy, General, Fantasy",5.5,"Not Bad"
"Virtua Fighter 2",Genesis),26-10-2010,"Sega,  d3t Ltd","Action, Fighting, Fighting, 2D, 2D, 3D",4.6,"Not Bad"
"Virtua Fighter 2",iOS,20-01-2011,Sega,"Action, General, Fighting, 3D",4.6,"Not Bad"
"Virtua Fighter 2",WII,16-04-2007,"Sega AM2","Action, Fighting, 2D",4.6,"Not Bad"
"Virtua Fighter 5 Ultimate Showdown: Legendary Pack",PS4,01-06-2021,"Ryu ga Gotoku Studios","Action, Fighting, 3D",4.6,"Not Bad"
"Virtua Fighter 5 Ultimate Showdown: TEKKEN 7 Collaboration Pack",PS4,31-05-2022,"Ryu ga Gotoku Studios","Action, Fighting, 3D",4.6,"Not Bad"
"Virtua Fighter 5 Ultimate Showdown: Yakuza Series Collaboration Pack",PS4,08-12-2021,"Ryu ga Gotoku Studios","Action, Fighting, 3D",4.6,"Not Bad"
"Virtua Quest",GC,19-01-2005,"Artificial Mind and Movement","Role-Playing, Action RPG",5.2,"Not Bad"
"Virtua Squad 2",PC,30-11-1997,Sega,"Action, Shooter, Shooter, Light Gun, Light Gun",4.6,"Not Bad"
"Virtua Tennis 2009 Minigame",iOS,21-05-2009,Sega,"Sports, General, General, Individual, Tennis",4.6,"Not Bad"
"Virtual-On Marz",PS2,14-10-2003,Hitmaker,"Action, Fighting, 3D",4.6,"Not Bad"
"Wacky World of Sports",WII,22-09-2009,Tabot,"Sports, General, General",4.6,"Not Bad"
"War Pirates",iOS,15-01-2017,Sega,"Role-Playing, General",4.6,"Not Bad"
"Warhammer 40,000: Dawn of War III",PC,27-04-2017,"Relic,  Relic Entertainment","Sci-Fi, Strategy, Real-Time, General",4.6,"Not Bad"
"Warhammer 40,000: Kill Team",PC,22-05-2014,"Nomad Games","Action, Shooter, Third-Person, Sci-Fi, Arcade",5.2,"Not Bad"
"Wonder Boy",WII,31-03-2008,Sega,"Action, Platformer, 2D",4.6,"Not Bad"
"Wonder Boy III: Monster Lair",PC,26-01-2011,Sega,"Action, Shooter, Shooter, Scrolling, Scrolling, "Shoot-Em-Up""",4.6,"Not Bad"
"Wonder Boy III: Monster Lair",WII,20-04-2009,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Wonder Boy in Monster Land","Master System)",26-01-2009,"West One","Action Adventure, Fantasy",4.6,"Not Bad"
"Wonder Boy in Monster Land",PS3,22-05-2012,M2,"Action Adventure, Fantasy, General, Fantasy",4.6,"Not Bad"
"Wonder Boy in Monster World",PC,02-05-2012,"West One","Action, Action Adventure, Platformer, General, Platformer, 2D, 2D, Metroidvania",4.6,"Not Bad"
"Wonder Boy in Monster World",PS3,22-05-2012,M2,"Action, Action Adventure, Platformer, General, Platformer, 2D, 2D, Metroidvania",4.6,"Not Bad"
"Wonder Boy in Monster World",WII,23-04-2007,Sega,"Action, General, Platformer, 2D",4.6,"Not Bad"
"Worldwide Soccer",PC,30-09-1997,Sega,"Sports, Traditional, Team, Soccer, Sim, Sim",4.6,"Not Bad"
"WWE Tap Mania",iOS,19-07-2017,Sega,"Sports, Individual, Combat, Wrestling",4.6,"Not Bad"
"Yoot Tower",PC,31-03-1999,"Open Book","Strategy, General, Tycoon, Management, Business / Tycoon",4.6,"Not Bad"
Zaxxon,WII,12-04-2010,Sega,"Action, Shooter, Scrolling",4.6,"Not Bad"
"Zaxxon Escape",iOS,04-10-2012,Sega,"Action, Racing, General, Arcade, Futuristic",4.6,"Not Bad"
"13 Sentinels: Aegis Rim",Switch,12-04-2022,Vanillaware,"Adventure, General",8.9,"Very Good"
"3D Out Run",3DS,12-03-2015,M2,"Driving, Racing, Arcade, Automobile",8.1,"Very Good"
"3D Sonic the Hedgehog",3DS,05-12-2013,M2,"Action, Platformer, Platformer, 2D, 2D",8.1,"Very Good"
"3D Sonic the Hedgehog 2",3DS,08-10-2015,M2,"Action, Platformer, 2D",8.2,"Very Good"
"After Burner Climax",X360,21-04-2010,"Sega AM2","Simulation, Flight, Modern Jet, Modern Jet, Combat",8.7,"Very Good"
"Alien Soldier",PC,26-01-2011,Sega,"Action, Platformer, Platformer, 2D, 2D",8.3,"Very Good"
"Alien: Isolation",PC,06-10-2014,"Creative Assembly","Action Adventure, Sci-Fi, General, Survival",8.5,"Very Good"
"Alien: Isolation",PS3,07-10-2014,"Creative Assembly","Action Adventure, Sci-Fi, General, Survival",8.3,"Very Good"
"Alien: Isolation",PS4,07-10-2014,"Creative Assembly","Action Adventure, Sci-Fi, General, Survival",8.4,"Very Good"
"Alien: Isolation",Switch,05-12-2019,"Creative Assembly,  Feral Interactive","Action Adventure, Survival",8.6,"Very Good"
"Alien: Isolation",X360,07-10-2014,"Creative Assembly","Action Adventure, Sci-Fi, General, Survival",8.2,"Very Good"
"Alien: Isolation",XONE,07-10-2014,"Creative Assembly","Action Adventure, Sci-Fi, General, Survival",8.3,"Very Good"
"Aliens: Infestation",DS,11-10-2011,"Gearbox Software,  WayForward","Action, Platformer, Platformer, 2D, 2D",8.1,"Very Good"
"Anarchy Reigns",PS3,08-01-2013,PlatinumGames,"Action, "Beat-Em-Up""",8.1,"Very Good"
"Astro Boy: Omega Factor",GBA,18-08-2004,Hitmaker,"Action, Shooter, Scrolling",8.7,"Very Good"
Bayonetta,PC,11-04-2017,"PlatinumGames,  Nex Entertainment","Action Adventure, Linear",8.1,"Very Good"
Bayonetta,X360,05-01-2010,PlatinumGames,"Action, Action Adventure, "Beat-Em-Up""",8.1,"Very Good"
"Bayonetta & Vanquish",PS4,18-02-2020,PlatinumGames,"Miscellaneous, Compilation",9.5,"Very Good"
"Bayonetta & Vanquish",XONE,18-02-2020,PlatinumGames,"Miscellaneous, Compilation",9.5,"Very Good"
"Bayonetta Origins: Cereza and the Lost Demon",Switch,17-03-2023,PlatinumGames,"Action Adventure, Linear",8.6,"Very Good"
"Beach Spikers: Virtua Beach Volleyball",GC,12-08-2002,"Sega AM2","Sports, Traditional, Volleyball",8.3,"Very Good"
"Billy Hatcher and the Giant Egg",GC,23-09-2003,"Sonic Team","Action, Platformer, 3D",8.5,"Very Good"
"Binary Domain",PS3,28-02-2012,"Sega,  Ryu ga Gotoku Studios","Action, Action Adventure, Shooter, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Tactical, Sci-Fi, Arcade",8.2,"Very Good"
"Binary Domain",X360,28-02-2012,"Sega,  Ryu ga Gotoku Studios","Action, Action Adventure, Sci-Fi, Sci-Fi, General, Shooter, Third-Person, Tactical, Arcade",8.1,"Very Good"
"Blood Will Tell",PS2,21-09-2004,"Paon Corporation","Action Adventure, Fantasy",8.2,"Very Good"
"Bomberman Online",DC,30-10-2001,Hudson,"Strategy, Real-Time, Fantasy",8.6,"Very Good"
"Chain Chronicle - Line Defense RPG",iOS,08-12-2014,Sega,"Action, Role-Playing, General",8.3,"Very Good"
"Citizens of Space",PC,18-06-2019,Sega,"Role-Playing, Japanese-Style",8.5,"Very Good"
"Comix Zone",Genesis),01-06-2010,Sega,"Action, "Beat-Em-Up""",8.2,"Very Good"
"Comix Zone",X360,10-06-2009,"Backbone Entertainment","Action, "Beat-Em-Up""",8.2,"Very Good"
